AnimalType,AgeUponOutcome,Breed,Color,SexuponOutcome
1,120,1105,98,3
1,14,847,320,0
0,90,640,104,2
0,30,640,38,0
1,365,1116,38,2
1,365,696,163,2
1,365,847,329,3
0,30,640,104,0
0,60,640,63,2
0,60,640,111,2
1,2920,1065,86,3
1,30,1066,274,3
1,7,847,166,0
0,60,640,104,3
1,730,616,178,3
1,60,1338,185,2
0,180,640,139,0
1,2190,549,88,3
1,365,450,88,1
0,60,1271,260,2
0,60,640,63,3
0,2920,640,5,3
1,730,930,318,3
1,365,1069,38,0
1,730,866,6,2
1,4380,438,274,1
1,30,458,88,2
1,4015,112,31,3
1,365,923,318,2
0,90,640,220,2
1,1095,1235,38,3
0,90,640,5,3
0,730,640,5,3
0,60,632,291,0
1,1095,450,289,2
1,730,847,88,3
0,60,640,5,2
0,90,640,291,4
1,60,847,307,3
0,21,640,104,1
1,730,450,38,1
1,5110,559,226,0
1,210,82,130,2
1,730,450,320,2
1,365,559,250,1
0,1095,640,296,3
1,365,1066,330,3
0,90,1251,260,1
0,4,637,296,0
1,150,1066,324,0
0,60,640,291,3
1,730,1066,86,0
0,730,640,220,2
1,90,847,318,2
1,365,1146,130,2
1,365,847,97,2
0,28,640,291,0
1,3285,74,307,3
0,7,640,38,1
1,1460,450,5,3
1,730,450,320,2
1,4380,1066,89,2
1,1460,504,287,2
1,210,847,38,0
1,60,980,320,2
1,2920,980,269,2
0,730,640,139,0
0,60,637,104,2
0,730,637,111,1
0,120,640,38,2
0,3650,640,111,2
1,730,1197,25,2
1,21,1066,130,1
1,730,559,226,2
1,730,553,36,1
0,365,640,211,2
1,365,696,114,2
1,4380,696,25,3
1,365,559,226,2
1,2920,75,130,2
0,60,640,347,2
0,365,640,104,0
1,3650,307,130,1
0,60,640,111,3
1,1825,307,185,3
1,730,97,354,2
0,14,640,104,1
1,270,1066,86,2
1,365,1365,5,2
0,60,640,111,2
1,1,1066,330,1
1,1460,450,163,2
1,1460,1066,353,3
0,60,640,5,2
1,30,1236,169,1
0,14,640,296,0
1,240,847,38,2
1,365,847,5,2
0,300,640,5,3
0,60,640,16,2
0,60,640,41,1
1,90,902,38,2
0,120,640,63,1
0,30,637,104,1
0,30,640,5,0
1,7,696,252,1
0,90,637,86,2
1,30,844,259,3
1,365,1146,276,2
1,1460,249,320,3
1,120,953,250,2
0,1095,640,5,1
1,2920,469,130,3
1,3650,167,307,2
1,730,1197,25,2
1,1095,234,274,3
0,90,640,167,3
1,2920,1170,307,3
0,60,640,5,3
0,150,640,5,1
0,14,640,211,0
0,730,640,38,2
1,3650,847,5,2
1,1460,339,38,3
1,330,450,5,2
1,730,601,250,2
0,30,640,320,0
0,365,640,5,3
1,210,450,307,2
1,365,1066,178,2
1,30,891,5,1
1,240,980,198,3
1,1825,1240,329,2
0,365,640,104,3
0,365,640,104,4
0,90,640,291,3
1,14,1066,86,0
1,1095,450,88,2
1,365,1343,318,2
0,365,640,104,3
1,1095,450,274,0
0,30,637,104,1
0,60,640,5,3
0,120,640,63,0
1,1825,463,165,3
0,1095,640,86,2
0,21,640,104,1
1,1460,1255,25,3
0,60,640,111,2
1,1095,438,88,3
0,365,640,38,2
1,3650,548,36,2
0,60,632,86,3
1,730,962,194,3
1,730,962,318,3
0,60,640,167,3
1,1095,847,131,2
1,120,948,320,2
0,1095,632,38,3
1,730,179,329,2
1,210,87,250,2
1,2555,1235,204,2
0,730,637,296,3
0,1460,640,104,2
1,2555,101,283,2
1,60,307,130,0
1,60,770,331,2
1,1095,438,329,0
0,30,1251,260,0
0,60,640,5,2
0,150,637,111,2
1,730,401,320,3
1,1460,1255,318,3
0,90,945,111,1
0,14,640,296,0
0,1460,640,111,3
0,30,640,38,1
1,210,696,36,2
1,365,788,289,3
1,730,1066,86,2
1,1460,1,5,3
0,60,639,5,3
1,365,199,130,3
0,90,637,295,3
1,730,383,307,2
0,14,640,332,4
0,90,639,68,0
0,730,640,296,3
0,14,640,5,1
1,150,998,38,3
0,1095,640,38,3
0,270,640,216,3
0,14,640,291,4
0,60,640,38,2
0,30,640,342,0
1,365,559,329,2
1,60,763,318,0
1,120,112,36,0
1,1095,1066,38,3
0,365,640,111,3
1,730,1291,320,3
1,180,847,5,3
0,7,640,167,4
1,300,1368,289,3
0,3285,632,320,3
1,730,752,318,1
1,60,847,226,3
0,1460,640,216,2
1,1095,1254,38,2
1,240,1066,329,0
1,730,1254,204,3
1,1460,755,48,3
1,2555,559,329,0
0,21,640,220,1
0,180,640,13,3
0,210,640,86,3
1,2555,298,98,2
1,60,720,239,2
1,60,1066,98,3
0,7300,637,139,3
1,1095,1066,318,2
1,150,1348,98,3
1,730,438,226,0
1,60,1138,36,3
1,730,1066,86,3
1,365,167,130,3
0,14,640,104,1
0,2555,640,5,2
0,60,1271,205,3
1,60,847,289,3
0,365,640,216,1
1,365,1368,274,2
1,210,1066,86,2
1,120,847,38,2
1,2,847,88,1
1,21,1066,318,0
1,60,450,329,3
1,1825,450,289,2
1,4745,962,318,3
1,60,112,163,3
1,365,847,5,3
1,730,44,165,3
1,730,312,250,2
0,30,640,5,4
1,5110,449,289,0
1,60,696,130,3
0,365,636,68,0
1,300,450,353,2
1,150,1066,86,2
1,2190,847,150,1
0,365,637,38,2
1,2555,1282,129,3
0,60,640,5,2
0,90,640,68,2
0,365,640,167,2
1,30,1066,320,0
0,21,640,111,0
1,1095,493,329,3
0,1460,640,38,2
0,365,640,86,1
0,60,640,332,3
1,180,543,250,2
0,60,841,186,2
1,730,450,114,1
0,240,637,167,2
1,730,964,318,2
1,240,450,307,1
1,365,1066,86,3
1,2555,167,307,2
1,300,112,36,3
1,2190,1170,307,2
1,1095,1066,330,2
1,120,847,5,2
1,365,734,259,3
1,240,87,351,3
1,2555,681,5,3
0,60,1251,211,0
1,4380,1066,38,3
1,365,868,38,2
1,1460,696,5,2
1,30,1066,98,1
1,60,878,131,2
1,365,40,349,2
0,5475,640,291,3
1,2190,450,25,3
1,1095,847,5,2
1,365,450,128,3
1,365,450,353,3
0,30,636,63,1
0,30,637,5,0
1,2190,125,307,3
0,14,640,104,4
1,365,847,5,3
1,240,207,25,2
1,60,407,289,1
1,365,463,38,0
1,730,450,48,3
0,60,640,216,2
0,14,640,5,4
1,3650,196,36,2
0,7,640,324,4
0,730,640,111,1
1,7,1236,329,1
1,1825,1236,320,2
1,2190,1066,98,3
0,240,640,291,3
1,60,1336,150,0
1,240,696,25,3
0,60,640,104,2
1,365,450,38,3
1,1095,1066,318,1
0,7,640,220,4
1,730,369,88,3
0,28,640,104,1
0,60,640,111,3
0,1825,1271,260,2
1,1095,450,38,3
0,4380,639,139,3
1,3285,167,307,3
0,90,637,220,3
1,2190,924,318,2
0,120,640,38,3
0,30,640,332,1
0,21,640,41,1
1,730,1374,194,2
0,30,640,41,1
0,60,637,38,2
0,365,640,168,2
0,365,640,104,4
0,365,640,111,0
0,60,637,111,1
1,270,1170,307,3
0,240,640,41,4
1,1460,1336,178,3
1,150,74,54,2
0,210,637,265,1
1,730,450,178,3
0,90,640,104,4
0,60,640,5,2
0,1825,640,41,4
0,14,640,104,4
1,240,27,329,2
0,7,640,104,4
1,2555,432,344,0
0,150,640,104,3
1,730,450,289,2
1,60,597,307,2
1,730,249,289,3
1,60,1187,130,3
0,7,945,220,1
1,365,268,38,3
1,60,307,114,2
0,365,640,5,4
1,730,407,165,3
1,1825,450,338,2
0,30,640,167,2
0,730,640,167,2
1,60,68,353,3
0,2555,632,5,2
0,14,640,104,0
1,60,847,114,0
1,730,1066,353,0
1,365,696,36,2
1,300,307,98,3
1,730,847,358,3
0,730,640,86,4
1,1095,1066,88,1
1,2190,1066,250,1
1,730,962,2,3
1,3285,243,38,3
1,300,450,150,3
1,240,1066,330,2
1,365,307,38,2
1,90,61,131,1
1,4380,1170,307,2
0,60,640,5,0
0,730,632,5,3
1,365,1077,98,3
1,1095,1066,98,3
1,90,1081,130,3
0,1825,640,5,3
1,2190,846,131,2
1,90,450,36,2
1,2190,847,5,2
1,730,450,289,2
1,120,1066,320,0
1,2555,847,38,0
1,365,1170,307,2
1,730,450,36,2
1,1460,924,318,3
0,60,640,216,2
1,3285,298,38,3
1,730,1066,41,3
1,730,55,98,2
1,730,307,90,2
1,180,847,289,3
1,365,214,88,3
1,365,463,274,2
1,180,249,320,2
0,3285,640,139,3
1,300,494,5,2
0,730,640,324,0
1,1825,1066,307,2
1,300,128,58,3
1,1460,696,318,3
1,365,470,353,3
0,90,640,41,3
0,150,640,5,2
1,2190,847,38,2
1,1825,1152,88,2
1,30,1352,274,0
0,21,640,111,1
1,730,1158,112,1
0,21,640,68,0
1,30,1066,89,1
1,30,737,88,3
1,2190,1365,272,2
0,5110,632,38,2
1,730,924,318,2
0,730,640,104,2
0,1460,640,296,3
0,21,640,104,0
1,30,696,274,1
0,60,640,216,2
1,1095,1066,130,2
0,7,640,324,4
1,4745,450,250,2
1,1825,74,48,0
0,3,640,63,1
0,2920,640,111,2
1,2920,1065,86,2
0,270,640,68,3
1,730,1221,259,1
0,14,640,216,1
0,60,640,111,2
1,120,73,364,3
1,90,1116,320,2
1,60,450,5,3
0,240,640,38,4
0,14,640,296,0
1,730,787,250,2
0,365,640,216,2
1,2555,811,329,3
1,2555,450,274,2
1,730,450,289,3
1,1095,1066,38,2
1,730,450,307,3
1,730,1066,226,2
1,1460,450,36,3
1,730,855,318,1
0,28,640,139,0
0,90,640,5,3
0,60,640,41,1
0,30,640,291,3
1,365,1066,130,2
0,21,640,111,4
1,730,741,130,3
1,1095,450,166,2
1,365,1066,86,2
0,60,640,5,3
0,2190,640,111,2
0,28,640,104,0
1,1825,1146,5,2
1,270,754,329,2
0,180,637,5,2
1,180,1191,226,1
0,730,640,295,3
1,210,104,318,2
1,730,1066,274,2
1,4015,966,318,2
1,1460,1066,38,3
0,30,640,104,0
0,90,637,5,3
0,120,640,41,3
1,730,956,5,3
1,2920,450,329,3
0,730,637,38,4
1,730,33,98,2
1,730,1066,86,1
1,60,1066,289,3
0,60,1251,186,3
0,3650,640,216,2
1,730,1066,178,2
1,730,450,274,0
1,30,847,38,3
0,365,640,295,0
0,21,640,104,1
1,365,74,229,2
0,1095,640,296,0
1,1460,1033,353,3
1,730,764,166,2
0,2,640,104,1
1,1095,1011,276,2
1,30,1066,89,1
0,210,640,296,3
0,240,640,41,0
0,365,640,306,0
0,60,640,38,0
0,210,640,111,3
0,240,640,63,1
1,1095,450,274,2
0,14,640,216,4
1,730,980,200,2
1,1095,847,329,2
1,60,450,364,2
1,60,847,38,0
1,1095,585,226,3
0,240,640,216,2
0,30,640,104,4
0,21,640,216,1
1,60,811,329,3
1,30,721,274,2
0,90,637,68,2
1,730,450,130,3
0,21,640,104,1
1,365,214,226,3
1,365,364,318,3
1,300,696,114,3
1,28,504,188,0
1,180,1066,289,3
1,365,1066,250,3
1,210,847,358,2
1,30,1066,86,2
1,2920,847,18,1
0,300,637,291,0
1,730,1346,98,3
0,3285,637,5,2
0,60,640,111,3
1,210,505,307,3
1,150,1066,38,3
0,365,640,355,3
1,1095,766,238,2
1,730,695,36,2
1,6,649,86,4
1,365,962,318,2
1,1095,720,248,3
1,1095,387,307,2
0,30,640,38,1
0,365,640,139,3
1,1460,401,289,0
1,2920,450,36,2
0,30,640,104,4
1,60,559,38,2
1,365,1361,166,3
0,365,640,5,0
1,730,307,185,2
1,180,1066,185,3
0,180,1251,211,3
1,2190,450,274,3
1,300,1066,10,2
0,21,640,216,1
0,730,640,291,0
1,3285,504,289,3
1,180,55,130,2
0,60,637,104,2
1,365,1066,130,2
0,1095,632,38,2
1,1095,45,98,3
0,60,640,220,2
1,2555,532,114,3
1,365,1026,38,0
0,730,637,318,3
1,365,167,250,2
1,240,1346,165,3
1,1460,75,250,2
0,7,640,86,1
0,365,640,318,2
0,120,640,41,0
1,365,139,165,3
0,60,632,216,3
1,30,707,114,3
0,60,637,104,3
1,1095,847,5,3
1,2190,847,274,2
1,150,696,36,3
1,1095,847,250,3
1,730,101,354,2
0,270,640,86,3
0,60,640,296,3
0,2920,632,204,2
1,365,1291,98,2
1,150,45,130,2
0,90,640,5,2
1,365,383,289,2
0,90,640,5,3
1,180,617,161,3
0,21,640,11,1
0,7,640,68,4
1,365,847,5,1
0,60,640,139,3
1,120,755,86,1
1,1095,1236,307,0
1,365,1365,307,1
1,60,1066,89,2
0,3,640,5,4
1,1095,1066,274,1
0,60,640,168,3
1,120,280,353,3
0,90,640,104,3
1,1095,450,289,0
0,14,640,104,4
0,14,637,346,4
1,1095,74,130,3
0,14,640,104,1
1,730,914,274,2
0,90,632,104,2
1,4380,811,307,2
1,365,759,38,3
1,365,720,276,2
1,2920,1196,36,2
0,30,640,166,0
1,365,61,130,3
1,270,249,38,1
0,240,640,111,3
1,3650,1147,274,2
0,210,640,104,2
1,4380,125,130,3
1,730,585,353,2
0,365,632,5,1
1,3650,450,5,3
0,7,640,318,4
0,90,640,5,2
1,2920,391,252,1
0,60,640,104,2
0,14,640,139,4
1,2190,365,274,2
1,21,449,177,0
1,730,368,114,3
0,120,640,291,3
1,730,74,289,2
0,365,640,104,3
0,120,946,104,4
1,365,74,307,2
0,7,640,41,0
0,30,640,104,1
0,21,640,5,1
1,730,27,98,2
0,90,640,139,3
0,60,640,104,2
1,1825,847,38,2
0,365,640,111,1
0,21,637,291,0
0,365,637,104,3
1,730,1066,86,2
1,365,1066,86,3
0,1825,640,63,3
0,270,640,216,0
1,1825,187,276,3
0,2190,640,41,3
1,1825,1066,250,3
0,90,640,296,3
1,730,249,329,3
0,730,1251,211,3
0,365,640,216,4
1,2920,847,289,2
0,60,640,216,2
0,150,640,320,4
0,28,640,5,1
1,90,74,307,2
1,30,1066,226,0
0,90,640,337,1
0,14,640,5,0
0,180,640,5,3
0,21,640,296,0
1,1095,965,318,3
0,90,640,265,1
1,365,1040,239,2
1,2920,156,307,3
0,3285,640,38,3
1,365,450,36,3
1,90,980,274,2
1,4380,1177,329,2
1,365,712,114,2
0,60,640,86,2
1,365,764,318,2
1,2555,1066,330,3
0,730,640,104,0
0,60,640,320,3
1,4745,450,330,2
1,3650,74,317,2
1,1825,847,5,0
1,14,847,102,1
1,730,1142,88,3
0,4380,632,5,3
1,730,1066,289,2
1,365,847,5,3
0,90,640,296,3
0,1095,640,216,2
0,730,640,111,2
1,1460,466,329,2
1,730,1066,165,3
0,730,637,220,1
1,730,105,89,3
1,1825,847,226,3
0,90,631,5,2
1,730,1364,114,2
0,150,637,139,3
1,60,450,318,3
1,365,450,130,2
1,365,551,38,2
1,2190,1066,129,2
1,60,131,307,2
0,60,640,104,3
1,270,1066,86,1
0,30,640,216,0
1,730,450,289,1
1,365,1365,114,1
1,90,1066,320,3
0,1095,640,216,3
0,5110,1251,211,0
1,730,847,5,3
1,180,847,130,3
1,365,450,226,0
1,1460,1066,38,2
0,30,640,41,3
1,365,1066,86,3
1,150,450,114,2
1,730,980,268,2
1,730,962,319,3
0,2555,640,41,3
1,365,1146,178,2
0,2190,640,38,2
0,60,640,104,1
1,730,347,307,3
1,365,1236,353,2
0,180,640,220,2
1,60,1105,98,3
1,3285,450,274,2
1,3285,559,316,2
1,730,1066,131,3
1,730,846,5,1
0,60,640,296,0
0,90,640,64,0
0,21,640,5,0
1,365,369,274,3
1,1825,450,88,2
0,30,640,220,1
0,730,640,63,2
1,730,450,274,2
0,60,640,5,2
0,60,640,63,2
1,3285,890,250,0
0,1095,640,324,3
0,28,640,5,1
0,14,640,68,0
1,2555,74,38,3
0,365,640,216,1
1,1460,847,5,1
0,365,640,41,3
1,2190,696,254,2
1,365,325,330,3
0,21,640,104,0
1,30,1066,185,2
1,365,967,5,3
0,28,639,41,1
1,1825,450,86,3
1,1095,1066,250,2
1,270,1116,38,0
0,60,640,220,2
1,730,1004,38,2
0,90,639,38,2
0,240,640,296,3
1,30,1365,252,2
1,1095,1136,88,2
0,21,640,291,0
0,4015,637,5,0
1,730,847,274,2
1,150,1105,5,2
0,365,640,139,0
1,365,1066,130,0
0,2555,632,295,3
0,730,637,332,2
1,1460,383,38,3
0,21,640,104,0
1,90,1193,276,2
1,150,847,5,2
1,730,1065,88,3
1,730,196,36,2
0,60,640,111,4
1,1825,1305,38,2
1,1095,167,252,2
0,120,640,5,3
1,1095,1066,98,2
0,300,640,104,0
0,4380,640,111,3
1,730,1235,38,2
1,300,962,2,3
0,90,640,68,1
1,730,1365,36,2
1,365,689,289,2
1,1095,1066,86,0
0,1095,640,291,3
1,3650,847,176,2
1,60,459,329,2
1,730,909,166,2
1,1095,249,320,3
0,210,640,104,0
0,28,640,63,1
0,120,640,5,3
1,365,1066,38,3
1,365,559,25,2
1,730,1066,38,3
1,365,538,130,2
0,3,640,216,4
0,4,632,68,1
1,90,450,137,2
0,28,639,86,0
1,365,249,38,3
1,730,365,276,3
0,90,640,41,3
1,4380,962,194,3
1,365,1170,38,1
1,1095,1366,284,1
1,3285,450,88,2
0,365,640,104,3
1,1460,450,358,3
1,21,847,318,1
1,180,847,38,2
0,60,1251,211,2
0,2920,632,38,3
1,365,1066,130,2
1,180,847,5,1
1,1825,923,318,2
1,4380,450,165,3
1,1825,1065,274,3
1,730,720,5,1
1,2555,847,226,2
1,5475,1221,320,2
1,1460,31,38,2
0,365,640,86,0
0,1460,632,216,2
1,4745,1301,194,3
1,1095,930,318,3
1,240,248,307,3
1,730,125,163,2
1,5475,450,329,2
1,365,450,274,3
0,150,640,111,4
0,30,640,139,0
1,150,101,230,2
1,3650,1235,38,2
0,210,632,216,2
0,14,639,220,4
1,730,749,226,3
1,210,249,307,2
1,730,811,320,2
0,365,640,332,3
1,365,1066,318,2
1,3650,720,276,3
1,330,329,130,3
0,28,640,149,0
1,330,847,5,3
1,365,1066,320,3
1,3650,1146,289,2
1,3650,847,318,3
0,21,640,38,0
0,1095,640,41,1
1,60,407,58,1
1,730,450,329,3
0,150,1271,204,2
0,3,640,38,1
1,2555,617,36,3
1,365,604,336,2
0,14,640,139,0
1,730,55,5,2
0,210,640,38,2
1,90,869,38,3
1,730,1066,38,3
0,1095,1251,205,3
0,240,640,5,1
1,365,730,210,2
1,1825,978,38,3
0,60,640,104,2
0,365,640,291,3
0,60,640,111,0
1,180,167,307,2
0,210,640,104,2
1,730,124,25,3
1,30,720,114,1
0,60,640,5,2
1,365,74,329,0
0,2920,640,38,3
1,30,847,38,3
1,4380,847,358,2
1,3285,807,194,2
0,60,640,38,3
0,30,644,211,1
1,1460,1066,336,2
1,60,847,89,2
1,150,1364,315,1
1,365,800,36,3
0,1460,632,216,0
1,2920,846,150,2
0,365,640,296,3
0,30,1251,260,1
1,1095,846,150,2
0,2920,640,220,2
1,2920,1336,178,2
1,365,1066,38,3
0,365,639,17,1
0,2,640,41,1
1,150,890,38,3
0,7,945,220,1
0,150,636,63,2
0,365,640,5,1
0,4,640,216,1
1,365,249,307,3
1,365,450,250,2
1,730,681,38,2
1,1095,1040,131,3
0,90,632,220,2
0,14,640,104,0
1,365,1026,289,2
0,180,640,5,3
1,300,1066,86,1
1,365,1051,307,1
0,1460,640,5,3
0,90,640,267,3
0,28,640,86,4
1,1825,1186,226,0
0,60,640,296,3
1,180,95,320,3
0,28,640,104,0
0,1825,640,104,2
1,365,1066,318,3
0,180,640,139,0
0,21,640,220,0
0,60,640,216,2
0,365,640,291,3
1,1460,962,38,2
0,730,640,111,1
1,365,74,38,2
1,30,696,36,0
1,3285,847,150,3
1,365,1066,330,3
0,365,640,5,0
1,365,847,358,2
0,21,640,38,1
0,2190,640,111,2
0,150,640,111,1
1,365,736,226,1
1,240,1294,38,3
1,1095,1066,5,3
0,300,640,216,2
0,210,640,104,2
1,1460,559,226,2
1,1095,471,25,3
1,730,988,318,2
0,90,637,38,3
0,28,640,296,0
1,3650,1328,226,2
0,150,640,149,0
0,365,640,111,2
1,365,847,5,2
1,330,610,320,3
0,120,637,296,3
0,90,640,38,2
0,90,640,139,0
0,60,1251,186,2
1,60,369,185,3
1,1460,450,289,2
1,1095,167,289,3
0,1460,632,86,2
0,90,640,14,2
1,60,1082,38,0
1,3650,696,36,2
1,1095,1066,130,3
1,365,1066,86,2
1,1095,450,88,3
1,1095,847,150,1
1,365,696,36,2
0,60,640,14,2
0,60,640,63,2
1,2555,955,226,2
1,2920,1328,226,3
1,365,538,329,3
1,1095,847,38,3
0,21,637,86,1
1,730,51,165,2
1,365,995,318,2
1,730,822,329,2
1,300,16,318,2
1,240,438,274,2
1,150,450,36,1
0,14,640,111,4
0,60,1251,140,3
1,2190,649,307,3
0,60,640,104,1
0,730,637,216,3
0,60,640,104,0
1,2,847,88,0
1,1825,909,318,2
1,365,196,25,2
0,60,640,104,1
0,21,640,111,0
1,730,1291,274,3
0,60,637,104,2
1,1095,548,36,2
0,60,637,68,2
0,14,640,111,4
0,1460,640,168,2
1,730,675,289,3
1,730,472,364,2
0,21,640,38,4
0,21,637,104,0
1,2555,621,183,3
0,7,640,111,1
1,270,1365,274,3
1,2190,924,355,2
1,120,463,250,2
1,60,890,274,0
0,730,640,5,1
1,365,329,98,3
0,60,1251,141,0
0,60,640,5,2
1,180,307,38,3
0,90,640,5,1
0,365,640,332,0
1,365,958,25,2
0,21,640,320,1
0,365,640,139,0
0,14,640,38,4
0,90,640,68,1
0,3,640,167,4
0,28,640,104,4
1,365,1066,353,2
1,730,55,98,2
0,120,640,38,1
1,1825,298,38,2
0,14,640,111,0
1,730,307,98,3
0,120,640,104,2
1,1825,1308,252,2
1,1095,463,130,2
1,1095,74,38,3
0,60,640,104,3
0,120,640,296,0
1,365,176,307,2
0,2190,640,38,2
1,730,559,88,2
0,365,1251,211,4
1,150,847,289,2
1,90,378,130,2
0,60,637,63,0
1,2920,1365,274,3
1,1825,1066,329,0
1,1825,440,36,0
1,60,214,130,3
1,2920,720,307,2
1,60,1203,25,2
1,2190,317,89,2
1,365,1066,320,2
1,4380,1066,274,2
0,60,640,111,3
1,365,1158,48,2
0,90,639,111,1
0,30,640,5,1
0,90,640,167,2
1,365,424,358,2
1,150,74,320,3
1,60,950,307,0
1,365,450,289,2
1,60,139,210,2
0,730,640,104,0
1,365,852,318,2
0,60,640,104,3
1,365,847,5,2
1,730,307,250,3
1,7,1066,38,0
1,730,1170,353,2
1,60,450,38,2
1,1825,847,150,1
1,730,696,25,1
1,60,450,5,0
1,120,907,130,1
1,1095,424,89,3
0,150,640,300,0
1,730,1139,131,0
0,4745,632,149,3
1,730,1066,165,2
1,1095,489,329,2
0,3,640,5,4
0,60,640,139,3
1,365,847,38,3
1,3,909,329,4
1,730,1291,86,2
0,60,640,296,3
0,5,640,63,4
0,60,640,104,1
1,1095,847,5,3
1,1095,167,307,2
1,120,1317,250,3
0,365,632,5,2
0,1095,640,291,3
1,1095,222,252,2
0,730,640,86,3
1,730,1066,38,2
1,1825,696,5,3
1,365,307,38,3
0,2,640,296,0
1,730,695,125,2
1,365,892,165,0
1,180,1269,274,3
1,1095,1324,307,2
1,1825,450,252,0
0,60,640,104,2
0,60,640,139,0
0,30,640,216,0
0,14,640,197,4
0,21,640,5,0
1,90,1322,89,1
1,730,383,163,2
0,730,632,111,3
0,240,640,86,2
1,30,799,130,1
1,180,1066,98,3
1,730,930,318,0
1,30,847,320,3
0,14,640,216,1
0,30,640,296,0
1,1095,1066,324,2
1,1460,196,36,2
1,730,449,131,3
1,730,1066,98,2
0,60,640,63,2
1,365,974,318,2
0,60,640,111,2
1,365,450,353,2
1,365,463,226,3
1,150,307,38,0
1,365,730,69,4
1,1095,343,131,2
0,90,640,38,3
0,60,640,324,2
0,1095,640,86,2
1,60,1158,246,3
0,180,637,139,0
0,30,640,111,1
1,730,696,276,2
1,365,559,25,2
1,730,1291,86,3
0,1460,637,41,2
0,60,640,5,2
1,2190,1066,41,2
1,2190,1158,230,3
0,60,640,220,2
1,1095,1066,78,2
1,150,125,36,3
1,730,1365,277,2
0,90,640,5,4
1,270,1196,25,1
1,365,479,36,3
0,365,640,220,1
1,60,1111,307,1
1,1825,847,358,3
1,1825,450,38,0
1,2190,1066,289,0
0,60,637,68,1
1,5840,149,289,3
1,1460,167,289,2
0,730,640,86,2
0,365,640,346,0
1,730,1066,185,2
1,2190,450,364,2
0,28,640,104,1
0,365,640,104,4
1,730,847,88,2
1,730,548,88,3
1,180,234,41,3
0,21,640,104,4
1,60,847,89,2
1,365,847,5,2
1,730,1040,88,2
0,1095,632,139,3
1,365,720,88,2
1,730,463,36,1
1,1095,407,99,2
0,1,640,42,0
0,4,640,38,1
0,120,640,139,3
0,1095,640,5,3
1,1825,450,5,2
0,210,640,104,2
0,5475,640,5,3
1,60,249,259,2
1,3650,561,88,2
1,2555,696,114,0
0,210,640,38,3
0,30,640,5,2
1,90,214,276,2
1,730,1197,307,2
0,60,640,5,2
1,365,1364,124,2
1,2920,1170,320,0
1,150,764,318,0
0,60,640,104,2
1,1460,980,263,3
0,120,640,111,2
1,365,479,318,3
1,1460,1184,353,3
1,2190,1066,38,3
1,730,1066,38,1
1,365,488,89,2
1,150,559,289,2
0,120,640,216,2
1,1825,847,38,2
1,365,234,250,3
1,300,879,318,2
0,14,640,220,4
1,1825,626,318,3
0,21,640,5,4
0,365,640,265,2
0,21,640,5,4
1,1460,736,187,3
0,60,1251,211,2
0,30,1251,211,1
1,60,890,307,2
0,6570,632,320,2
1,2920,450,88,2
0,28,640,63,1
1,2920,696,274,3
1,150,559,307,2
1,730,559,36,2
0,14,640,291,4
1,180,307,130,2
1,365,811,307,2
1,365,847,38,3
0,120,640,296,3
1,730,1066,98,2
1,60,450,364,2
1,60,96,252,2
0,240,640,216,2
1,90,450,38,0
1,120,450,130,2
0,210,640,86,2
0,120,640,104,1
1,365,847,131,2
1,270,854,274,2
1,1095,1364,33,3
1,4380,210,318,2
0,90,640,216,2
0,60,640,167,2
0,210,640,291,0
1,5,1066,252,1
1,365,450,130,3
1,1825,1255,259,3
0,60,640,339,0
0,365,640,38,3
1,730,1132,38,3
1,1095,27,38,2
0,1095,640,41,2
1,300,847,274,3
1,730,1066,41,1
0,21,640,104,1
0,30,640,68,0
1,1095,1066,41,2
1,1460,249,38,3
1,120,274,38,2
0,120,921,114,2
1,7,450,114,4
0,2190,1251,186,2
1,2190,1105,89,3
1,240,847,5,3
1,1095,55,324,1
0,21,640,306,4
1,365,1099,308,2
1,5475,1069,98,3
0,2190,1207,41,3
0,365,640,104,3
1,150,1065,318,2
0,21,640,139,4
1,120,450,130,2
1,730,1116,320,3
0,730,640,5,3
1,365,869,358,2
0,730,53,38,0
1,120,962,342,3
1,1095,1066,250,2
0,60,637,104,2
1,120,559,226,1
1,90,811,130,1
1,1460,450,289,3
1,730,450,353,2
1,3285,847,5,2
1,150,862,5,3
1,2190,559,226,2
1,1460,27,130,3
1,730,1066,98,3
1,365,847,38,2
1,1825,649,98,2
0,365,640,104,2
0,730,640,104,1
1,365,481,114,3
1,120,214,88,2
0,60,640,86,0
1,730,988,318,2
0,60,632,216,2
0,120,636,104,3
1,365,696,276,1
1,1095,754,38,3
1,150,895,88,2
0,60,640,38,2
1,1095,823,330,3
1,2555,438,307,3
1,2555,401,226,1
0,60,640,295,3
0,21,637,41,4
0,14,640,41,1
1,300,847,24,2
1,365,696,88,2
0,30,632,216,1
1,270,438,289,3
1,365,847,150,2
1,730,1066,320,2
0,60,640,86,3
0,365,640,38,0
0,60,1168,186,2
1,2555,1203,36,2
1,180,847,5,0
0,1460,640,63,3
1,150,1066,86,0
1,1095,980,38,2
1,365,855,353,2
1,1460,125,307,3
0,21,640,296,0
0,365,640,111,2
1,1095,438,163,3
1,3650,8,114,3
0,30,640,86,1
1,365,1066,38,1
0,3285,1251,260,3
1,730,450,329,2
0,90,640,5,1
0,300,632,296,0
1,2555,811,320,3
